"","ISO3","pubyear","per_country_y","per_country_y_cat","art_country_y","count_country_y_cat","repr_y","repr_y_s","continent","subregion","subregion_rf","subregion_countries","sel_country","population_n","emig_stock","emig_stock_rel_ctry","immig_stock","immig_relative_stock","tot_stock","tot_stock_c","GDP","income_groups","research_GDP","research","gsouth"
"11","ABW",2022,0.00632591093117409,1,1,1,0,"Fair","Americas","Latin America and the Caribbean","Latin America and the Caribbean","Latin America and the Caribbean",0,104.3,16.6,15.9156279961649,36.1,34.6,52.7,1,33300.8388187011,"High income",0.209659993648529,69.8185365521956,NA
"12","AFG",1997,0.156494522691706,1,2,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,180.188369406647,"Low income",0.59464452463139,1.07148027269921,"Global South"
"13","AFG",1998,0.209205020920502,2,3,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,180.188369406647,"Low income",0.59464452463139,1.07148027269921,"Global South"
"14","AFG",1999,0.146412884333821,1,2,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,180.188369406647,"Low income",0.59464452463139,1.07148027269921,"Global South"
"15","AFG",2000,0.0728332119446468,1,1,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,180.188369406647,"Low income",0.59464452463139,1.07148027269921,"Global South"
"16","AFG",2001,0.266844563042028,2,4,2,-1,"Under","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,142.903364432457,"Low income",0.59464452463139,0.849767032111647,"Global South"
"17","AFG",2002,0.394811054709532,2,7,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,182.174038211707,"Low income",0.59464452463139,1.08328794352581,"Global South"
"18","AFG",2003,0.468505986465383,3,9,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,199.643226536823,"Low income",0.59464452463139,1.18716751539866,"Global South"
"19","AFG",2004,0.347977381470204,2,8,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,20780,4750.7,22.8618864292589,75.9,0.4,4826.6,3,221.830530720307,"Low income",0.59464452463139,1.31910310488906,"Global South"
"20","AFG",2005,0.349243306169965,2,9,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,25654.3,4116.7,16.0468225599607,87.3,0.3,4204,3,254.115276010485,"Low income",0.59464452463139,1.51108257504829,"Global South"
"21","AFG",2006,0.58287795992714,3,16,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,25654.3,4116.7,16.0468225599607,87.3,0.3,4204,3,274.01539233406,"Low income",0.59464452463139,1.62941752716171,"Global South"
"22","AFG",2007,0.561622464898596,3,18,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,25654.3,4116.7,16.0468225599607,87.3,0.3,4204,3,376.318299640418,"Low income",0.59464452463139,2.23775616399769,"Global South"
"23","AFG",2008,0.462962962962963,3,16,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,25654.3,4116.7,16.0468225599607,87.3,0.3,4204,3,382.533807216693,"Low income",0.59464452463139,2.27471633947806,"Global South"
"24","AFG",2009,0.313889615485221,2,12,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,25654.3,4116.7,16.0468225599607,87.3,0.3,4204,3,453.387385142577,"Low income",0.59464452463139,2.69604326111977,"Global South"
"25","AFG",2010,0.24016257158692,2,13,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,29185.5,5269.5,18.0551986431618,102.3,0.4,5371.8,3,562.499221552971,"Low income",0.59464452463139,3.34487082205893,"Global South"
"26","AFG",2011,0.377296587926509,3,23,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,29185.5,5269.5,18.0551986431618,102.3,0.4,5371.8,3,608.738850364613,"Low income",0.59464452463139,3.61983224299724,"Global South"
"27","AFG",2012,0.269755633132339,2,17,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,29185.5,5269.5,18.0551986431618,102.3,0.4,5371.8,3,653.417474910283,"Low income",0.59464452463139,3.88551123753868,"Global South"
"28","AFG",2013,0.389554176886452,3,27,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,29185.5,5269.5,18.0551986431618,102.3,0.4,5371.8,3,638.73318101404,"Low income",0.59464452463139,3.79819188790389,"Global South"
"29","AFG",2014,0.376831821353803,3,27,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,29185.5,5269.5,18.0551986431618,102.3,0.4,5371.8,3,626.512929086139,"Low income",0.59464452463139,3.72552482891847,"Global South"
"30","AFG",2015,0.477566922206862,3,38,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,34413.6,5400.9,15.6940860589999,339.4,1,5740.3,3,566.881129708434,"Low income",0.59464452463139,3.37092759897977,"Global South"
"31","AFG",2016,0.38452575157306,3,33,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,34413.6,5400.9,15.6940860589999,339.4,1,5740.3,3,523.053011984748,"Low income",0.59464452463139,3.11030609668687,"Global South"
"32","AFG",2017,0.43794061098056,3,41,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,34413.6,5400.9,15.6940860589999,339.4,1,5740.3,3,526.140801025756,"Low income",0.59464452463139,3.12866746515139,"Global South"
"33","AFG",2018,0.661981871881047,3,65,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,34413.6,5400.9,15.6940860589999,339.4,1,5740.3,3,492.090630986151,"Low income",0.59464452463139,2.9261899933832,"Global South"
"34","AFG",2019,0.55473693334489,3,64,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,34413.6,5400.9,15.6940860589999,339.4,1,5740.3,3,497.741431256813,"Low income",0.59464452463139,2.95979216779055,"Global South"
"35","AFG",2020,0.509164969450102,3,65,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,38928.3,5853.8,15.0373892515214,144.1,0.4,5997.9,3,512.055098005672,"Low income",0.59464452463139,3.04490760338663,"Global South"
"36","AFG",2021,0.520869993665095,3,74,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,38928.3,5853.8,15.0373892515214,144.1,0.4,5997.9,3,355.777826392648,"Low income",0.59464452463139,2.11561336449645,"Global South"
"37","AFG",2022,0.581983805668016,3,92,3,0,"Fair","Asia","Southern Asia","Southern Asia","Afghanistan",1,38928.3,5853.8,15.0373892515214,144.1,0.4,5997.9,3,352.603733092107,"Low income",0.59464452463139,2.09673879247809,"Global South"
"38","AGO",1996,0.0892857142857143,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,454.376649770871,"Low income",0.395520001649857,1.79715053267031,"Global South"
"39","AGO",1997,0.0782472613458529,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,516.128602285455,"Low income",0.395520001649857,2.04139185627482,"Global South"
"40","AGO",1998,0.348675034867504,2,5,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,423.40371118599,"Low income",0.395520001649857,1.67464636546838,"Global South"
"41","AGO",1999,0.0732064421669107,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,387.689437952028,"Low income",0.395520001649857,1.53338927138418,"Global South"
"42","AGO",2000,0.21849963583394,2,3,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,556.884252978488,"Low income",0.395520001649857,2.20258860656831,"Global South"
"43","AGO",2001,0.133422281521014,1,2,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,527.46411051877,"Low income",0.395520001649857,2.08622605862624,"Global South"
"44","AGO",2002,0.225606316976875,2,4,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,872.657631363509,"Low income",0.395520001649857,3.45153547796655,"Global South"
"45","AGO",2003,0.104112441436752,1,2,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,982.805587449171,"Low income",0.395520001649857,3.88719267569385,"Global South"
"46","AGO",2004,0.0434971726837756,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,16395.5,913.2,5.56982098746607,46.1,0.3,959.3,2,1254.696118613,"Low income",0.395520001649857,4.96257410903883,"Global South"
"47","AGO",2005,0.0388048117966628,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,19433.6,716.8,3.68845710521983,62.3,0.3,779.1,2,1900.72380923794,"Lower middle income",0.395520001649857,7.51774284165713,"Global South"
"48","AGO",2007,0.031201248049922,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,19433.6,716.8,3.68845710521983,62.3,0.3,779.1,2,3121.34872503374,"Lower middle income",0.395520001649857,12.3455585287512,"Global South"
"49","AGO",2008,0.173611111111111,2,6,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,19433.6,716.8,3.68845710521983,62.3,0.3,779.1,2,4081.71750626182,"Lower middle income",0.395520001649857,16.1440091481093,"Global South"
"50","AGO",2009,0.0261574679571017,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,19433.6,716.8,3.68845710521983,62.3,0.3,779.1,2,3123.69888517374,"Lower middle income",0.395520001649857,12.3548538821757,"Global South"
"51","AGO",2010,0.0554221319046739,1,3,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,23356.2,651.4,2.78898108425172,336.4,1.4,987.8,2,3586.66369358621,"Lower middle income",0.395520001649857,14.185972300047,"Global South"
"52","AGO",2011,0.0328083989501312,1,2,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,23356.2,651.4,2.78898108425172,336.4,1.4,987.8,2,4608.15516572683,"Lower middle income",0.395520001649857,18.2261753875107,"Global South"
"53","AGO",2012,0.0158679784195493,1,1,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,23356.2,651.4,2.78898108425172,336.4,1.4,987.8,2,5083.82687346735,"Lower middle income",0.395520001649857,20.1075521338139,"Global South"
"54","AGO",2013,0.07213966238638,1,5,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,23356.2,651.4,2.78898108425172,336.4,1.4,987.8,2,5061.34925297484,"Upper middle income",0.395520001649857,20.0186486488711,"Global South"
"55","AGO",2014,0.0558269364968597,1,4,1,-1,"Under","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,23356.2,651.4,2.78898108425172,336.4,1.4,987.8,2,5011.9844274536,"Upper middle income",0.395520001649857,19.8234008901551,"Global South"
"56","AGO",2015,0.0377026517531733,1,3,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,27884.4,618.3,2.21736885140078,632.2,2.3,1250.5,2,3217.33924005417,"Lower middle income",0.395520001649857,12.7252202153438,"Global South"
"57","AGO",2016,0.0815660685154976,2,7,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,27884.4,618.3,2.21736885140078,632.2,2.3,1250.5,2,1809.70937719455,"Lower middle income",0.0322900004684925,0.584355166374473,"Global South"
"58","AGO",2017,0.0747703482161931,2,7,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,27884.4,618.3,2.21736885140078,632.2,2.3,1250.5,2,2439.37443934002,"Lower middle income",0.0322900004684925,0.787674017891179,"Global South"
"59","AGO",2018,0.101843364904776,2,10,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,27884.4,618.3,2.21736885140078,632.2,2.3,1250.5,2,2540.50887884546,"Lower middle income",0.0322900004684925,0.820330328881293,"Global South"
"60","AGO",2019,0.0693421166681113,1,8,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,27884.4,618.3,2.21736885140078,632.2,2.3,1250.5,2,2191.34776433537,"Lower middle income",0.0322900004684925,0.707586203370191,"Global South"
"61","AGO",2020,0.0783330722230926,2,10,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,32866.3,668.1,2.03278129877717,656.4,2,1324.5,2,1450.90511139418,"Lower middle income",0.0322900004684925,0.468497267266562,"Global South"
"62","AGO",2021,0.0422327021890617,1,6,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,32866.3,668.1,2.03278129877717,656.4,2,1324.5,2,1927.47407827687,"Lower middle income",0.0322900004684925,0.622381388905673,"Global South"
"63","AGO",2022,0.0316295546558704,1,5,2,0,"Fair","Africa","Sub-Saharan Africa","Sub-Saharan Africa","Sub-Saharan Africa",0,32866.3,668.1,2.03278129877717,656.4,2,1324.5,2,2933.48464381415,"Lower middle income",0.0322900004684925,0.947222205230745,"Global South"
"64","AIA",2016,0.0116522955022139,1,1,1,NA,NA,"Americas","Latin America and the Caribbean","Latin America and the Caribbean","Latin America and the Caribbean",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","AIA",2021,0.00703878369817696,1,1,1,NA,NA,"Americas","Latin America and the Caribbean","Latin America and the Caribbean","Latin America and the Caribbean",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ALA",2002,0.0564015792442188,1,1,1,NA,NA,"Europe","Northern Europe","Northern Europe","Northern Europe",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","ALA",2010,0.0184740439682246,1,1,1,NA,NA,"Europe","Northern Europe","Northern Europe","Northern Europe",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ALB",1996,0.446428571428571,2,5,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1009.97711053398,"Low income",0.151699395451419,1.53212917087776,"Global North"
"69","ALB",1997,0.0782472613458529,1,1,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,717.380047745673,"Low income",0.151699395451419,1.08826119551929,"Global North"
"70","ALB",1998,0.209205020920502,2,3,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,813.789396580449,"Low income",0.151699395451419,1.23451359486029,"Global North"
"71","ALB",1999,0.805270863836018,3,11,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1033.24253162418,"Low income",0.151699395451419,1.56742267402082,"Global North"
"72","ALB",2000,0.509832483612527,3,7,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1126.68334010717,"Low income",0.151699395451419,1.70917181559443,"Global North"
"73","ALB",2001,0.266844563042028,2,4,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1281.6598256178,"Lower middle income",0.151699395451419,1.94427020720591,"Global North"
"74","ALB",2002,0.451212633953751,2,8,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1425.12421860142,"Lower middle income",0.151699395451419,2.16190482405011,"Global North"
"75","ALB",2003,0.728787090057262,3,14,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,1846.12012081207,"Lower middle income",0.151699395451419,2.80055306257892,"Global North"
"76","ALB",2004,0.478468899521531,3,11,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3129.2,824.4,26.3453917934296,76.7,2.5,901.1,2,2373.58129170055,"Lower middle income",0.151699395451419,3.60070847005772,"Global North"
"77","ALB",2005,0.310438494373302,2,8,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3086.8,966,31.2945445121161,64.7,2.1,1030.7,2,2673.78781583529,"Lower middle income",0.151699395451419,4.05611995227583,"Global North"
"78","ALB",2006,0.364298724954463,2,10,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3086.8,966,31.2945445121161,64.7,2.1,1030.7,2,2972.74362094736,"Lower middle income",0.151699395451419,4.50963410129777,"Global North"
"79","ALB",2007,0.31201248049922,3,10,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3086.8,966,31.2945445121161,64.7,2.1,1030.7,2,3595.03829536404,"Lower middle income",0.087569996714592,3.14817491713861,"Global North"
"80","ALB",2008,0.347222222222222,2,12,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3086.8,966,31.2945445121161,64.7,2.1,1030.7,2,4370.53971639449,"Lower middle income",0.154119998216629,6.73587573296425,"Global North"
"81","ALB",2009,0.366204551399425,2,14,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,3086.8,966,31.2945445121161,64.7,2.1,1030.7,2,4114.13403283023,"Lower middle income",0.154119998216629,6.34070329802768,"Global North"
"82","ALB",2010,0.406428967300942,3,22,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2948,1117.9,37.9206241519674,52.8,1.8,1170.7,2,4094.34968570481,"Lower middle income",0.154119998216629,6.31021166259081,"Global North"
"83","ALB",2011,0.311679790026247,2,19,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2948,1117.9,37.9206241519674,52.8,1.8,1170.7,2,4437.14116097061,"Lower middle income",0.154119998216629,6.83852187815722,"Global North"
"84","ALB",2012,0.349095525230086,3,22,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2948,1117.9,37.9206241519674,52.8,1.8,1170.7,2,4247.63134315945,"Lower middle income",0.154119998216629,6.54644935032632,"Global North"
"85","ALB",2013,0.317414514500072,2,22,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2948,1117.9,37.9206241519674,52.8,1.8,1170.7,2,4413.06338346821,"Upper middle income",0.154119998216629,6.80141320789991,"Global North"
"86","ALB",2014,0.321004884856944,2,23,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2948,1117.9,37.9206241519674,52.8,1.8,1170.7,2,4578.63320812155,"Upper middle income",0.154119998216629,7.05658941870292,"Global North"
"87","ALB",2015,0.263918562272213,2,21,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2890.5,1142.8,39.5364123854004,52,1.8,1194.8,2,3952.80357364813,"Lower middle income",0.154119998216629,6.09206079721335,"Global North"
"88","ALB",2016,0.256350501048707,2,22,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2890.5,1142.8,39.5364123854004,52,1.8,1194.8,2,4124.05538986272,"Lower middle income",0.154119998216629,6.35599409330922,"Global North"
"89","ALB",2017,0.160222174748985,2,15,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2890.5,1142.8,39.5364123854004,52,1.8,1194.8,2,4531.03220675893,"Lower middle income",0.154119998216629,6.98322675625175,"Global North"
"90","ALB",2018,0.193502393319075,2,19,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2890.5,1142.8,39.5364123854004,52,1.8,1194.8,2,5287.66080067575,"Upper middle income",0.154119998216629,8.14934273170286,"Global North"
"91","ALB",2019,0.208026350004334,2,24,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2890.5,1142.8,39.5364123854004,52,1.8,1194.8,2,5396.2142432843,"Upper middle income",0.154119998216629,8.31664529551524,"Global North"
"92","ALB",2020,0.148832837223876,2,19,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2877.8,1250.5,43.4533324066996,48.8,1.7,1299.3,2,5343.0377039956,"Upper middle income",0.154119998216629,8.23468961411183,"Global North"
"93","ALB",2021,0.175969592454424,2,25,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2877.8,1250.5,43.4533324066996,48.8,1.7,1299.3,2,6377.20309553753,"Upper middle income",0.154119998216629,9.82854529711325,"Global North"
"94","ALB",2022,0.177125506072875,2,28,2,0,"Fair","Europe","Southern Europe","Southern Europe","Southern Europe",0,2877.8,1250.5,43.4533324066996,48.8,1.7,1299.3,2,6810.11404104233,"Upper middle income",0.154119998216629,10.4957476386048,"Global North"
"95","AND",2011,0.0164041994750656,1,1,1,NA,NA,"Europe","Southern Europe","Southern Europe","Southern Europe",0,NA,NA,NA,NA,NA,NA,NA,51428.1969515188,"Upper middle income",0.395520001649857,203.408805431139,"Global North"
"96","AND",2016,0.0233045910044279,1,2,1,NA,NA,"Europe","Southern Europe","Southern Europe","Southern Europe",0,NA,NA,NA,NA,NA,NA,NA,39931.2169800216,"Upper middle income",0.395520001649857,157.935950058189,"Global North"
"97","AND",2017,0.010681478316599,1,1,1,NA,NA,"Europe","Southern Europe","Southern Europe","Southern Europe",0,NA,NA,NA,NA,NA,NA,NA,40632.2315521995,"Upper middle income",0.395520001649857,160.708602905633,"Global North"
"98","AND",2022,0.00632591093117409,1,1,1,NA,NA,"Europe","Southern Europe","Southern Europe","Southern Europe",0,NA,NA,NA,NA,NA,NA,NA,42350.6970690874,"High income",0.395520001649857,167.50547774638,"Global North"
"99","ARE",1997,0.0782472613458529,1,1,1,-2,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,28709.2469206781,"High income",0.326959997415543,93.867752989871,"Global South"
"100","ARE",1998,0.0697350069735007,1,1,2,-1,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,25905.8433836172,"High income",0.326959997415543,84.7017448575494,"Global South"
"101","ARE",1999,0.219619326500732,2,3,1,-2,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,27261.9065733158,"High income",0.326959997415543,89.1355290275411,"Global South"
"102","ARE",2000,0.0728332119446468,1,1,1,-2,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,31855.5006047175,"High income",0.326959997415543,104.154743953893,"Global South"
"103","ARE",2006,0.0728597449908925,1,2,1,-2,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,45339.5851165809,"High income",0.326959997415543,148.242306325391,"Global South"
"104","ARE",2007,0.062402496099844,1,2,2,-1,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,43918.3801694265,"High income",0.326959997415543,143.595534666905,"Global South"
"105","ARE",2008,0.0578703703703704,1,2,2,-1,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,45140.7690772438,"High income",0.326959997415543,147.592257408313,"Global South"
"106","ARE",2009,0.0261574679571017,1,1,2,-1,"Under","Asia","Western Asia","Western Asia","Western Asia",0,3134.1,111.1,3.54487731725216,2447,78.1,2558.1,3,31722.5887637992,"High income",0.326959997415543,103.720175402261,"Global South"
